laser3.copyroom.hut	gilligan.crew.hut	9142
skipper.crew.hut	laser3.copyroom.hut	3170
professor.hut	maryann.girl.hut	8456
maryann.girl.hut	laser3.copyroom.hut	120
skipper.crew.hut	gilligan.crew.hut	5183
fileserver.copyroom.hut	ginger.girl.hut	9779
fileserver.copyroom.hut	ginger.girl.hut	4721
offshore.wreck	laser3.copyroom.hut	9636
laser3.copyroom.hut	fileserver.copyroom.hut	9912
professor.hut	offshore.wreck	3080
ginger.girl.hut	skipper.crew.hut	2496
laser3.copyroom.hut	fileserver.copyroom.hut	7862
offshore.wreck	maryann.girl.hut	9408
laser3.copyroom.hut	ginger.girl.hut	6015
maryann.girl.hut	maryann.girl.hut	5616
offshore.wreck	laser3.copyroom.hut	9021
gilligan.crew.hut	skipper.crew.hut	5915
professor.hut	ginger.girl.hut	6077
offshore.wreck	gilligan.crew.hut	9047
maryann.girl.hut	offshore.wreck	5532
skipper.crew.hut	ginger.girl.hut	2213
offshore.wreck	ginger.girl.hut	4941
fileserver.copyroom.hut	laser3.copyroom.hut	967
offshore.wreck	laser3.copyroom.hut	1392
skipper.crew.hut	gilligan.crew.hut	3834
fileserver.copyroom.hut	skipper.crew.hut	231
fileserver.copyroom.hut	maryann.girl.hut	224
maryann.girl.hut	fileserver.copyroom.hut	4280
laser3.copyroom.hut	laser3.copyroom.hut	9893
offshore.wreck	ginger.girl.hut	1063
offshore.wreck	offshore.wreck	3470
offshore.wreck	ginger.girl.hut	3111
ginger.girl.hut	gilligan.crew.hut	4126
skipper.crew.hut	ginger.girl.hut	3166
offshore.wreck	professor.hut	8269
skipper.crew.hut	maryann.girl.hut	150
professor.hut	maryann.girl.hut	821
ginger.girl.hut	laser3.copyroom.hut	1179
gilligan.crew.hut	gilligan.crew.hut	7834
maryann.girl.hut	gilligan.crew.hut	4748
skipper.crew.hut	ginger.girl.hut	5600
laser3.copyroom.hut	ginger.girl.hut	7362
offshore.wreck	skipper.crew.hut	1612
skipper.crew.hut	maryann.girl.hut	3335
offshore.wreck	fileserver.copyroom.hut	5326
laser3.copyroom.hut	offshore.wreck	8992
fileserver.copyroom.hut	fileserver.copyroom.hut	4217
gilligan.crew.hut	fileserver.copyroom.hut	7039
fileserver.copyroom.hut	professor.hut	1892
fileserver.copyroom.hut	professor.hut	4299
offshore.wreck	offshore.wreck	4624
maryann.girl.hut	ginger.girl.hut	1702
ginger.girl.hut	professor.hut	408
offshore.wreck	fileserver.copyroom.hut	6450
gilligan.crew.hut	gilligan.crew.hut	3363
laser3.copyroom.hut	gilligan.crew.hut	3159
skipper.crew.hut	gilligan.crew.hut	7600
professor.hut	professor.hut	824
maryann.girl.hut	professor.hut	8733
gilligan.crew.hut	skipper.crew.hut	4303
gilligan.crew.hut	maryann.girl.hut	2341
maryann.girl.hut	professor.hut	6174
fileserver.copyroom.hut	laser3.copyroom.hut	3774
skipper.crew.hut	professor.hut	6131
skipper.crew.hut	skipper.crew.hut	8652
ginger.girl.hut	professor.hut	196
fileserver.copyroom.hut	fileserver.copyroom.hut	4692
professor.hut	offshore.wreck	7104
gilligan.crew.hut	ginger.girl.hut	5715
offshore.wreck	fileserver.copyroom.hut	3868
gilligan.crew.hut	gilligan.crew.hut	3159
maryann.girl.hut	fileserver.copyroom.hut	8454
offshore.wreck	ginger.girl.hut	8028
laser3.copyroom.hut	gilligan.crew.hut	2775
ginger.girl.hut	fileserver.copyroom.hut	10
ginger.girl.hut	fileserver.copyroom.hut	5545
fileserver.copyroom.hut	maryann.girl.hut	7534
offshore.wreck	laser3.copyroom.hut	2609
maryann.girl.hut	maryann.girl.hut	5534
ginger.girl.hut	ginger.girl.hut	148
offshore.wreck	gilligan.crew.hut	4190
professor.hut	laser3.copyroom.hut	7249
ginger.girl.hut	fileserver.copyroom.hut	2042
gilligan.crew.hut	offshore.wreck	6967
fileserver.copyroom.hut	ginger.girl.hut	9843
laser3.copyroom.hut	professor.hut	2293
maryann.girl.hut	ginger.girl.hut	1618
fileserver.copyroom.hut	fileserver.copyroom.hut	1504
maryann.girl.hut	maryann.girl.hut	5454
laser3.copyroom.hut	fileserver.copyroom.hut	2714
offshore.wreck	fileserver.copyroom.hut	5877
fileserver.copyroom.hut	laser3.copyroom.hut	203
laser3.copyroom.hut	maryann.girl.hut	3846
professor.hut	laser3.copyroom.hut	7405
professor.hut	offshore.wreck	3693
laser3.copyroom.hut	maryann.girl.hut	7887
fileserver.copyroom.hut	maryann.girl.hut	9153
professor.hut	professor.hut	4701
fileserver.copyroom.hut	skipper.crew.hut	6969
offshore.wreck	offshore.wreck	9914
offshore.wreck	skipper.crew.hut	2659
laser3.copyroom.hut	professor.hut	4542
professor.hut	laser3.copyroom.hut	6720
ginger.girl.hut	offshore.wreck	5851
maryann.girl.hut	ginger.girl.hut	9724
offshore.wreck	fileserver.copyroom.hut	4544
fileserver.copyroom.hut	offshore.wreck	1504
laser3.copyroom.hut	skipper.crew.hut	9400
professor.hut	skipper.crew.hut	8726
professor.hut	ginger.girl.hut	7866
professor.hut	maryann.girl.hut	5432
fileserver.copyroom.hut	professor.hut	2768
gilligan.crew.hut	ginger.girl.hut	4818
laser3.copyroom.hut	fileserver.copyroom.hut	1152
offshore.wreck	gilligan.crew.hut	2670
offshore.wreck	maryann.girl.hut	7756
fileserver.copyroom.hut	offshore.wreck	5494
gilligan.crew.hut	skipper.crew.hut	5822
maryann.girl.hut	fileserver.copyroom.hut	2093
maryann.girl.hut	skipper.crew.hut	5986
ginger.girl.hut	professor.hut	3178
ginger.girl.hut	skipper.crew.hut	7399
skipper.crew.hut	fileserver.copyroom.hut	8428
offshore.wreck	gilligan.crew.hut	5282
skipper.crew.hut	maryann.girl.hut	1197
skipper.crew.hut	gilligan.crew.hut	6055
professor.hut	laser3.copyroom.hut	1922
offshore.wreck	professor.hut	2330
gilligan.crew.hut	ginger.girl.hut	2407
skipper.crew.hut	laser3.copyroom.hut	9907
professor.hut	professor.hut	5916
gilligan.crew.hut	offshore.wreck	5082
professor.hut	offshore.wreck	5509
maryann.girl.hut	fileserver.copyroom.hut	7514
fileserver.copyroom.hut	ginger.girl.hut	2562
professor.hut	offshore.wreck	4432
professor.hut	professor.hut	8742
skipper.crew.hut	skipper.crew.hut	1009
fileserver.copyroom.hut	offshore.wreck	9428
skipper.crew.hut	offshore.wreck	8671
ginger.girl.hut	offshore.wreck	7508
fileserver.copyroom.hut	offshore.wreck	9200
